gene,RST1,RST2,RST3,replicon,color,size,Localization,lipo,surface_lipo,refseq_id,old_name,PC1,PC2,PC3,RST_Category
group_424,1.0,0.9583333333333334,0.631578947368421,cp32-9,#fff4a1,35.0,,Other,Other,,,0.8523853590819387,0.5740734544744098,0.3656971776228198,Shared
group_396,0.9523809523809523,1.0,0.7368421052631579,lp28-3,#f3ffbc,35.0,,Other,Other,BB_RS04335,BB_H09,0.8579425053166321,0.4861360619798426,0.3960402921583382,Shared
group_587,0.9937888198757763,1.0,0.7139588100686499,cp32-1+5,#fdffb6,35.0,,Other,Other,,,0.8527332787032549,0.5610707970992393,0.3815602483977563,Shared
group_1171,1.0,0.9625,0.8842105263157894,lp25,#fff5e1,35.0,,Other,Other,BB_RS04445,BB_E18,0.8572212326650842,0.5432122103414907,0.5195005656368382,Shared
group_779,0.9937888198757763,1.0,0.8787185354691075,lp25,#fdffe0,35.0,S,Lipoprotein,Surface,BB_RS04485,BB_E31,0.8574897650623331,0.5256365233474083,0.484636456455884,Shared
group_1054,1.0,1.0,0.5263157894736842,cp32-6,#ffff86,34.5,,Other,Other,BB_RS06070,BB_S04,0.8418738313944943,0.525302863806873,0.2931295909404776,Shared
group_1015,0.8447204968944099,1.0,0.8237986270022883,cp32-2,#d7ffd2,34.5,,Other,Other,BB_RS07320,BB_N43,0.8392460516660635,0.40885887850549596,0.5097527808891075,Shared
group_803,0.9579831932773109,0.8848039215686274,1.0,cp32-7,#f4e2ff,34.5,,Other,Other,,,0.83965680562626,0.5159722143777448,0.49281578023924244,Shared
group_416,1.0,0.9671052631578947,0.8725761772853186,cp32-9,#fff7df,34.5,,Other,Other,,,0.843756012047097,0.5324635988334299,0.35676038053423365,Shared
group_397,1.0,0.7875000000000001,0.7736842105263158,cp32-11,#ffc9c5,34.5,,Other,Other,,,0.8397933416973238,0.6183189386004911,0.4827510577566539,Shared
group_321,1.0,0.9671052631578947,0.9889196675900277,cp32-7,#fff7fc,34.5,,Other,Other,,,0.8407595505541179,0.46213127658189196,0.4745666008901137,Shared
group_243,0.9937888198757763,1.0,0.6590389016018307,cp32-6,#fdffa8,34.5,,Other,Other,,,0.8407291256652418,0.5240862102743656,0.3636079112831247,Shared
group_150,0.9937888198757763,1.0,0.7139588100686499,lp28-2,#fdffb6,34.0,,Other,Other,BB_RS04505,BB_G02,0.8334712612454434,0.5255930711584136,0.42014368353176057,Shared
bcsQ~~~parA,1.0,0.9210526315789475,0.9307479224376731,cp32-7,#ffebed,34.0,,Other,Other,BB_RS06845,BB_O32,0.8313282900384523,0.5326082053775099,0.4418830575029847,Shared
group_845,1.0,0.9210526315789475,0.9307479224376731,cp32-7,#ffebed,34.0,,Other,Other,BB_RS06855,BB_O34,0.8313282900384523,0.5326082053775099,0.4418830575029847,Shared
group_882,1.0,0.9210526315789475,0.9307479224376731,cp32-7,#ffebed,34.0,,Other,Other,BB_RS06850,BB_O33,0.8313282900384523,0.5326082053775099,0.4418830575029847,Shared
group_1013,1.0,0.75,0.7894736842105263,cp32-4,#ffbfc9,34.0,,Other,Other,BB_RS06210,BB_S34,0.8288742302260419,0.5679823240376537,0.325240799177258,Shared
group_1050,0.9523809523809523,1.0,0.5789473684210527,lp28-1,#f3ff94,34.0,,Other,Other,,,0.8317703548098682,0.475615802464388,0.23670050301495885,Shared
group_682,0.9613095238095238,0.9401041666666666,1.0,cp32-2,#f5f0ff,33.5,,Other,Other,,,0.8159485954664399,0.47454470842863544,0.4711325796267916,Shared
bdrH~~~repU~~~bdrW,1.0,0.9722222222222223,0.9210526315789475,lp56,#fff8eb,33.5,,Other,Other,BB_RS07570,BB_Q34,0.8196996903857837,0.53532199095335,0.32945348735220936,Shared
group_640,0.9937888198757763,1.0,0.6041189931350115,cp32-6,#fdff9a,33.5,,Other,Other,,,0.8169288928359748,0.5341457479997219,0.3437802562663904,Shared
group_581,0.9937888198757763,1.0,0.6041189931350115,lp36,#fdff9a,33.5,,Other,Other,BB_RS04515,BB_G05,0.8198453652039491,0.4986081895906657,0.2579480407393785,Shared
group_443,0.935064935064935,1.0,0.861244019138756,cp32-7,#eeffdc,33.5,,Other,Other,BB_RS06205,BB_S33,0.8195967056082437,0.4327577226884346,0.4428517725103106,Shared
group_435,1.0,0.75,0.6842105263157895,cp32-7,#ffbfae,33.5,,Other,Other,,,0.8135467403961705,0.6659412328156095,0.4822001114952963,Shared
group_390,1.0,0.9625,0.718421052631579,lp28-2,#fff5b7,33.5,,Other,Other,BB_RS04510,BB_G03,0.8212146869931441,0.5373319222273594,0.41721425347289476,Shared
group_345,0.6233766233766234,1.0,0.9186602870813397,cp32-7,#9fffea,33.5,,Other,Other,,,0.813877902477543,0.3751848975684782,0.6195376872932791,Shared
group_245,0.8831168831168832,1.0,0.6889952153110048,cp32-2,#e1ffb0,33.0,,Other,Other,,,0.8062024728312122,0.51311083767755,0.4248371847056974,Shared
group_13,1.0,0.875,0.9889196675900277,cp32-1+5,#ffdffc,33.0,,Other,Other,BB_RS06220,BB_S36,0.8044616212993506,0.5741562781554261,0.48813041706995375,Shared
group_124,1.0,0.875,0.9889196675900277,cp32-1+5,#ffdffc,33.0,,Other,Other,BB_RS06000,BB_P32,0.8044616212993506,0.5741562781554261,0.48813041706995375,Shared
group_340,1.0,0.875,0.9889196675900277,cp32-1+5,#ffdffc,33.0,,Other,Other,BB_RS06435,BB_R35,0.8044616212993506,0.5741562781554261,0.48813041706995375,Shared
group_376,0.8095238095238095,0.7083333333333334,1.0,lp56,#ceb5ff,33.0,,Other,Other,BB_RS06225,BB_S37,0.8054979206124726,0.6122410704684971,0.5249373239844929,Shared
group_498,1.0,0.9210526315789475,0.7562326869806094,cp32-4,#ffebc1,33.0,,Other,Other,BB_RS06435,BB_R35,0.8071395664386627,0.5657874008999577,0.3498160330098027,Shared
group_552,1.0,0.8333333333333334,0.631578947368421,cp32-3,#ffd4a1,33.0,,Other,Other,,,0.8037294074563933,0.5725805602366448,0.31061693924618544,Shared
group_1011,1.0,0.8750000000000001,0.6631578947368421,cp32-7,#ffdfa9,33.0,,Other,Other,,,0.8074753589764585,0.5967858833641312,0.3773304515918953,Shared
group_289,0.8944099378881987,1.0,0.8237986270022883,cp32-8,#e4ffd2,32.5,,Other,Other,,,0.7916232548192587,0.4467072945603021,0.5231822348887272,Shared
group_1003,1.0,0.5833333333333334,0.7894736842105263,cp32-1+5,#ff95c9,32.5,,Other,Other,,,0.7929120831132275,0.6380534119287993,0.46656355252445064,Shared
group_777,1.0,0.5833333333333334,0.8421052631578947,cp32-12,#ff95d7,32.5,,Other,Other,,,0.7907503245830549,0.6590475761859593,0.4611044595488543,Shared
group_679,1.0,0.875,0.5263157894736842,cp32-6,#ffdf86,32.5,,Other,Other,,,0.7927061243700297,0.5854751153801796,0.3269949825798237,Shared
group_616,1.0,0.9210526315789475,0.6980609418282548,cp32-9,#ffebb2,32.5,,Other,Other,,,0.7924550107253313,0.5204906110750809,0.32797613123901614,Shared
bppC,0.8311688311688311,1.0,0.9186602870813397,cp32-2,#d4ffea,32.5,,Other,Other,BB_RS07080,BB_L38,0.7936200188496226,0.40265196231796846,0.5010751658821732,Shared
tnpB~~~insQ,1.0,0.8750000000000001,0.718421052631579,lp28-2,#ffdfb7,32.5,,Other,Other,BB_RS04515,BB_G05,0.7954612342302381,0.5855037760416382,0.4820671562313458,Shared
group_113,1.0,0.9671052631578947,0.7562326869806094,lp28-2,#fff7c1,32.5,S,Lipoprotein,Surface,BB_RS04500,BB_G01,0.796187762970964,0.5485961101373238,0.42690925894218495,Shared
cspZ,0.9523809523809523,1.0,0.47368421052631576,lp28-3,#f3ff79,32.0,S,Lipoprotein,Surface,BB_RS04320,BB_H06,0.7835501094842388,0.4703048671059707,0.22129271448150908,Shared
group_578,1.0,0.875,0.5789473684210527,lp28-6,#ffdf94,32.0,,Other,Other,,,0.7809210385134787,0.5276296437921951,0.3319402666899743,Shared
group_116,1.0,0.9210526315789475,0.6980609418282548,cp32-4,#ffebb2,32.0,,Other,Other,BB_RS06425,BB_R33,0.7833578461433794,0.5784467104244307,0.3240158932884627,Shared
group_370,0.9440993788819876,1.0,0.5491990846681921,cp32-2,#f1ff8c,32.0,S,Lipoprotein,Surface,BB_RS06615,BB_M27,0.7817198010658047,0.5151651205630122,0.3717076973731016,Shared
group_346,0.9795918367346939,1.0,0.9624060150375939,cp32-6,#fafff5,32.0,,Other,Other,,,0.778425076242546,0.48418621787597105,0.5734543855929876,Shared
group_1172,1.0,0.9210526315789475,0.6980609418282548,cp32-4,#ffebb2,32.0,,Other,Other,BB_RS06430,BB_R34,0.7833578461433794,0.5784467104244307,0.3240158932884627,Shared
bppA~~~yqaJ,0.4523809523809524,0.9675925925925926,1.0,cp32-1+5,#73f7ff,32.0,,Other,Other,,,0.7766346060559538,0.25313929114867056,0.6382379491966347,Shared
group_547,1.0,0.8333333333333334,0.5263157894736842,cp32-9,#ffd486,32.0,,Other,Other,BB_RS07260,BB_N30,0.782413353740829,0.5854965596487193,0.2642681917995677,Shared
group_1133,1.0,0.7916666666666666,0.47368421052631576,chromosome,#ffca79,32.0,P-IM,Lipoprotein,Other,BB_RS04280,BB_0844,0.7810717484617513,0.527212832809004,0.15019213444680019,Shared
rdgC,1.0,0.875,0.5263157894736842,lp28-2,#ffdf86,31.5,,Other,Other,BB_RS04550,BB_G12,0.769353769146221,0.528479110974619,0.31023793248866394,Shared
group_508,1.0,0.9671052631578947,0.5235457063711911,cp32-6,#fff786,31.5,,Other,Other,,,0.7703437539590249,0.5857748106398879,0.2431657141408176,Shared
group_465,1.0,0.875,0.5263157894736842,lp28-6,#ffdf86,31.5,,Other,Other,,,0.769353769146221,0.528479110974619,0.31023793248866394,Shared
group_651,1.0,0.875,0.5263157894736842,lp28-6,#ffdf86,31.5,,Other,Other,BB_RS04575,BB_G17,0.769353769146221,0.528479110974619,0.31023793248866394,Shared
group_434,1.0,0.8289473684210527,0.814404432132964,cp32-3,#ffd3d0,31.5,,Other,Other,,,0.7658750505393326,0.6328492962999979,0.5373981163326367,Shared
group_409,0.7792207792207793,1.0,0.9186602870813397,cp32-2,#c7ffea,31.5,,Other,Other,BB_RS06285,BB_R04,0.770262377845302,0.4084157069627621,0.5322891969140877,Shared
group_215,1.0,0.7828947368421053,0.7562326869806094,lp56,#ffc8c1,31.5,,Other,Other,BB_RS06625,BB_M29,0.7674513675844988,0.6472805716383768,0.5253611702203731,Shared
group_509,0.9550264550264551,0.6597222222222222,1.0,cp32-3,#f4a8ff,31.5,,Other,Other,BB_RS06205,BB_S33,0.7691387387225925,0.6346138323069351,0.3998416898401761,Shared
group_412,0.8311688311688311,1.0,0.6889952153110048,cp32-3,#d4ffb0,31.5,,Other,Other,,,0.7678783657971655,0.48366282509457853,0.4285451573297038,Shared
group_664,1.0,0.875,0.5263157894736842,lp28-6,#ffdf86,31.5,,Other,Other,BB_RS04590,BB_G20,0.769353769146221,0.528479110974619,0.31023793248866394,Shared
group_668,1.0,0.875,0.5263157894736842,lp28-6,#ffdf86,31.5,,Other,Other,BB_RS04595,BB_G21,0.769353769146221,0.528479110974619,0.31023793248866394,Shared
group_724,1.0,0.9210526315789475,0.7562326869806094,cp32-4,#ffebc1,31.5,,Other,Other,,,0.7710757711672275,0.5476282984021053,0.25888178480321616,Shared
group_741,1.0,0.9166666666666666,0.3684210526315789,lp36,#ffea5e,31.5,,Other,Other,BB_RS04420,BB_E02,0.7679183656822397,0.5464427037501224,0.17332186674399785,Shared
group_1043,1.0,0.875,0.5263157894736842,lp28-6,#ffdf86,31.5,,Other,Other,BB_RS04555,BB_G13,0.769353769146221,0.528479110974619,0.31023793248866394,Shared
group_797,1.0,0.875,0.47368421052631576,chromosome,#ffdf79,31.5,,Other,Other,,,0.7683393375014378,0.5304955110811229,0.13858425823200604,Shared
group_820,1.0,0.7875000000000001,0.718421052631579,lp28-2,#ffc9b7,31.5,,Other,Other,,,0.770799515279117,0.5992835232509606,0.45978873961865563,Shared
group_667,1.0,0.875,0.5263157894736842,lp28-6,#ffdf86,31.5,,Other,Other,BB_RS04600,BB_G0036,0.769353769146221,0.528479110974619,0.31023793248866394,Shared
group_773,0.9579831932773109,0.6519607843137255,1.0,cp32-12,#f4a6ff,31.0,,Other,Other,,,0.7500138113172339,0.6855767436162657,0.6378143569146271,Shared
group_565,0.8831168831168832,1.0,0.5741626794258373,cp32-9,#e1ff92,31.0,,Other,Other,,,0.7591386701988336,0.4993182296134837,0.21314786463382182,Shared
group_156,0.7916666666666666,0.9401041666666666,1.0,cp32-3,#caf0ff,31.0,,Other,Other,,,0.7539294483328313,0.41080707587703924,0.5924738817233436,Shared
group_506,1.0,0.5416666666666666,0.7894736842105263,cp32-9,#ff8ac9,30.5,,Other,Other,,,0.7407912707582917,0.7706879090655853,0.5473336621977017,Shared
group_262,1.0,0.9264705882352942,0.7801857585139318,lp36,#ffecc7,30.5,,Other,Other,BB_RS07750,BB_K35,0.7453468836968121,0.5562780732342589,0.2672509546186013,Shared
group_306,0.8707482993197279,1.0,0.6616541353383459,cp32-7,#deffa9,30.5,,Other,Other,,,0.7468335885839629,0.4953297082744014,0.23740207689759732,Shared
group_388,1.0,0.75,0.47368421052631576,cp32-9,#ffbf79,30.5,,Other,Other,BB_RS06830,BB_O29,0.7449412572154593,0.6287973902419115,0.2957528386397013,Shared
group_417,0.8042328042328042,0.6157407407407408,1.0,lp56,#cd9dff,30.5,,Other,Other,BB_RS06835,BB_O30,0.7440799035940225,0.6347737610249401,0.5429922639666708,Shared
group_595,1.0,0.5833333333333334,0.631578947368421,cp32-9,#ff95a1,30.5,,Other,Other,BB_RS05950,BB_P22,0.7411493235618132,0.6840600430819558,0.41475379625832925,Shared
group_703,0.7950310559006211,1.0,0.7688787185354691,lp28-4,#cbffc4,30.5,,Other,Other,,,0.7457803514675585,0.37532237933694335,0.4594540800710603,Shared
group_1178,0.9440993788819876,1.0,0.3295194508009153,lp28-3,#f1ff54,30.5,,Other,Other,BB_RS04315,BB_H04,0.7454947263002031,0.5128639103830603,0.10471950516312936,Shared
erpH,1.0,0.506578947368421,0.9307479224376731,cp32-4,#ff81ed,30.5,S,Lipoprotein,Surface,,,0.73895948316058,0.8100745837114618,0.705262799580132,Shared
group_556,1.0,0.65625,0.6631578947368421,cp32-3,#ffa7a9,30.0,,Other,Other,,,0.7290442169318607,0.6555502212123067,0.42232624969711957,Shared
group_96,1.0,0.875,0.5263157894736842,cp32-6,#ffdf86,30.0,,Other,Other,,,0.7314539973307912,0.5601151794917039,0.3453239308199203,Shared
group_423,0.9142857142857141,1.0,0.8210526315789474,lp56,#e9ffd1,30.0,,Other,Other,,,0.7321307370811813,0.4623225031637644,0.29393895330078706,Shared
group_520,0.8571428571428571,1.0,0.7578947368421052,cp32-11,#dbffc1,30.0,,Other,Other,,,0.7295693742670069,0.4478505838600627,0.5647911505932781,Shared
group_550,1.0,0.9779411764705882,0.7801857585139318,cp32-6,#fff9c7,30.0,,Other,Other,BB_RS06760,BB_O15,0.733554162754451,0.4978642809620024,0.25606545081543897,Shared
group_606,1.0,0.9671052631578947,0.6980609418282548,cp32-6,#fff7b2,30.0,,Other,Other,,,0.7364292785176684,0.49717597517787976,0.2349732127336929,Shared
group_719,1.0,0.65625,0.7736842105263158,cp32-9,#ffa7c5,30.0,,Other,Other,BB_RS07065,BB_L35,0.7313122064759271,0.6229385538005437,0.32714537650912806,Shared
group_736,1.0,0.8235294117647058,0.9752321981424149,lp36,#ffd2f9,30.0,,Other,Other,,,0.7309760779644758,0.4780211814656772,0.511174995471925,Shared
group_750,1.0,0.875,0.9210526315789475,cp32-12,#ffdfeb,30.0,,Other,Other,,,0.7292622702170426,0.5872483407755936,0.5601478321587754,Shared
group_808,1.0,0.65625,0.6631578947368421,cp32-4,#ffa7a9,30.0,,Other,Other,,,0.7298171747916129,0.7233481663376085,0.4360749438630065,Shared
group_258,1.0,0.4583333333333333,0.631578947368421,cp32-11,#ff75a1,29.5,,Other,Other,BB_RS07495,BB_Q19,0.7150214929466324,0.7552271924886822,0.4949638601397778,Shared
group_315,1.0,0.7,0.6078947368421054,cp32-7,#ffb29b,29.5,,Other,Other,,,0.7177849634061094,0.6854308844621182,0.3927462161471443,Shared
group_511,1.0,0.9236111111111112,0.8596491228070176,cp32-2,#ffecdb,29.5,,Other,Other,,,0.7217310474886578,0.48503757459759833,0.3343771566665504,Shared
group_536,0.44720496894409933,1.0,0.8787185354691075,cp32-6,#72ffe0,29.5,,Other,Other,,,0.7175600017854216,0.19462379916258943,0.7084759677481862,Shared
group_722,0.546583850931677,1.0,0.8787185354691075,cp32-9,#8bffe0,29.5,,Other,Other,,,0.7182457671975675,0.3163563851028214,0.6994804993926268,Shared
group_1023,1.0,0.8289473684210527,0.5235457063711911,cp32-3,#ffd386,29.5,,Other,Other,BB_RS06240,BB_S40,0.721114234808201,0.6149556099951798,0.24957991033888155,Shared
group_739,1.0,0.7437500000000001,0.3868421052631579,cp32-4,#ffbe63,29.5,,Other,Other,BB_RS06490,BB_M02,0.7175186489308262,0.6678765972756392,0.3719653671411423,Shared
group_1014,0.6220238095238095,0.9401041666666666,1.0,cp32-1+5,#9ff0ff,29.5,,Other,Other,,,0.7166654365256925,0.3490448734292331,0.5175104784253375,Shared
group_1009,1.0,0.7083333333333334,0.47368421052631576,lp56,#ffb579,29.0,,Other,Other,,,0.7045975916414794,0.6415771404885316,0.3360778259220828,Shared
group_707,1.0,0.7437500000000001,0.33157894736842103,cp32-7,#ffbe55,29.0,,Other,Other,,,0.7063656126159076,0.592152974511874,0.23332879385524755,Shared
group_631,1.0,0.826388888888889,0.49122807017543857,lp56,#ffd37d,29.0,S,Lipoprotein,Surface,BB_RS07575,BB_Q35,0.7089440890239407,0.6515910334649611,0.388766234931592,Shared
group_517,0.5442176870748299,1.0,0.9022556390977444,cp32-2,#8bffe6,29.0,,Other,Other,,,0.7061805977698316,0.35122137616629195,0.48322983055979934,Shared
group_475,1.0,0.525,0.718421052631579,cp32-7,#ff86b7,29.0,,Other,Other,,,0.7064319485265106,0.7082888279210134,0.44878202816590773,Shared
group_439,0.8421052631578947,1.0,0.9307479224376731,cp32-1+5,#d7ffed,29.0,,Other,Other,,,0.708367341382903,0.4769745443319386,0.41727030738724363,Shared
group_379,1.0,0.625,0.5263157894736842,cp32-9,#ff9f86,29.0,,Other,Other,BB_RS07275,BB_N33,0.7084942440052902,0.6586828552676512,0.2917240452124475,Shared
group_234,1.0,0.6907894736842105,0.7562326869806094,cp32-3,#ffb0c1,29.0,,Other,Other,BB_RS06185,BB_S27,0.7090048591106115,0.6310157338438733,0.24184502500982333,Shared
group_183,1.0,0.65625,0.6078947368421054,cp32-6,#ffa79b,29.0,,Other,Other,,,0.7067695026769517,0.5904425971993105,0.23067996349893435,Shared
blyB,1.0,0.65625,0.6631578947368421,cp32-5,#ffa7a9,29.0,,Other,Other,,,0.707080887701029,0.6830978362067739,0.3262462056789115,Shared
group_474,1.0,0.625,0.5263157894736842,cp32-9,#ff9f86,29.0,,Other,Other,BB_RS07270,BB_N32,0.7084942440052902,0.6586828552676512,0.2917240452124475,Shared
group_512,0.9440993788819876,1.0,0.16475972540045766,cp32-4,#f1ff2a,28.5,,Other,Other,,,0.6974113313502376,0.594301792513144,0.16007772793360328,Shared
group_14,1.0,0.8289473684210527,0.5817174515235457,cp32-3,#ffd394,28.5,,Other,Other,BB_RS06215,BB_S35,0.696910455019352,0.616862459658488,0.18696757591838734,Shared
group_381,1.0,0.875,0.5526315789473685,cp32-9,#ffdf8d,28.5,,Other,Other,,,0.6971147242847433,0.5424876792777996,0.2681139914562469,Shared
group_870,1.0,0.8289473684210527,0.5817174515235457,cp32-3,#ffd394,28.5,,Other,Other,BB_RS06220,BB_S36,0.696910455019352,0.616862459658488,0.18696757591838734,Shared
group_586,0.9624060150375939,1.0,0.5983379501385041,cp32-3,#f5ff99,28.5,,Other,Other,BB_RS07570,BB_Q34,0.6949433838402527,0.5256301535134461,0.30524148704237997,Shared
group_995,1.0,0.5416666666666666,0.631578947368421,cp32-5,#ff8aa1,28.5,,Other,Other,BB_RS06380,BB_R23,0.6925726100387564,0.7254561319308717,0.428721987476652,Shared
group_1052,1.0,0.8750000000000001,0.49736842105263157,cp32-6,#ffdf7f,28.5,,Other,Other,BB_RS06520,BB_M08,0.6946533890601221,0.5626920118855805,0.35969521236185104,Shared
group_1145,1.0,0.625,0.42105263157894735,cp32-9,#ff9f6b,28.0,,Other,Other,BB_RS07265,BB_N31,0.6837471262734617,0.6819170042096635,0.30905886645903574,Shared
group_748,1.0,0.5416666666666666,0.631578947368421,cp32-9,#ff8aa1,28.0,,Other,Other,,,0.6786359024297038,0.7657646028494034,0.4918028460653575,Shared
group_685,0.9714285714285714,1.0,0.5052631578947367,cp32-6,#f8ff81,28.0,,Other,Other,,,0.6818918704396688,0.4403649262165571,0.34333603483346775,Shared
group_614,1.0,0.984375,0.8980263157894738,cp32-11,#fffbe5,28.0,,Other,Other,,,0.6808053302478044,0.46101828321219035,0.43257082363277677,Shared
bdrH,1.0,0.6907894736842105,0.6398891966759003,cp32-9,#ffb0a3,28.0,,Other,Other,BB_RS06400,BB_R27,0.6847681942195479,0.6542681825881173,0.2803652158725641,Shared
group_288,0.5854341736694678,0.6519607843137255,1.0,cp32-6,#95a6ff,28.0,,Other,Other,,,0.6768775272728992,0.48804987713718856,0.7281067443225356,Shared
group_202,1.0,0.9916666666666667,0.9578947368421052,cp32-9,#fffdf4,28.0,,Other,Other,BB_RS07115,BB_N02,0.6833160606698079,0.5623483623589587,0.524303787462484,Shared
group_158,0.4675324675324675,1.0,0.6315789473684211,lp36,#77ffa1,28.0,S,Lipoprotein,Surface,BB_RS04980,BB_K52,0.6768442475286359,0.30232556348728923,0.47312944443273586,Shared
group_693,1.0,0.83125,0.4421052631578947,lp28-5,#ffd471,27.5,,Other,Other,,,0.6718063980166251,0.5242004009286244,0.19583095213097282,Shared
group_110,0.09523809523809523,1.0,0.8947368421052632,lp28-4,#18ffe4,27.5,,Other,Other,BB_RS04840,BB_K02a,0.6673906009205465,0.06493040111368006,0.7840882739418997,Shared
eppA,1.0,0.9264705882352942,0.4551083591331269,cp32-3,#ffec74,27.5,,Other,Other,BB_RS06250,BB_S42,0.6734296203658806,0.5386456796192185,0.1636768393972928,Shared
group_195,0.9142857142857141,1.0,0.5052631578947367,cp32-2,#e9ff81,27.5,,Other,Other,,,0.6742696894030659,0.48931482701521695,0.19570896254157236,Shared
group_527,1.0,0.7291666666666667,0.49122807017543857,cp32-3,#ffba7d,27.5,,Other,Other,,,0.6678658595879842,0.645585818923128,0.4207468345766788,Shared
group_968,0.09523809523809523,1.0,0.8947368421052632,lp28-4,#18ffe4,27.5,,Other,Other,BB_RS04865,BB_K13,0.6663709281858508,0.04449390288380252,0.7961683804853424,Shared
group_711,1.0,0.7777777777777778,0.5526315789473685,cp32-7,#ffc68d,27.5,,Other,Other,BB_RS07315,BB_N42,0.6719162346994048,0.5890239667327565,0.3018934520704705,Shared
group_784,1.0,0.6666666666666666,0.3157894736842105,lp36,#ffaa51,27.5,,Other,Other,BB_RS04335,BB_H09,0.6710624523353823,0.5900887762369931,0.0955602967275868,Shared
group_823,0.987012987012987,1.0,0.3444976076555024,lp25,#fcff58,27.5,,Other,Other,BB_RS07845,BB_I41,0.6746106654505842,0.498521890792005,0.14532733590500196,Shared
mlp10~~~mlpH~~~mlpD,1.0,0.7828947368421053,0.5817174515235457,cp32-4,#ffc894,27.5,S,Lipoprotein,Surface,BB_RS07035,BB_L28,0.6716993040556803,0.6614507229603607,0.25749606301797795,Shared
group_566,1.0,0.6125,0.4421052631578947,lp56,#ff9c71,27.0,,Other,Other,,,0.655628050044903,0.7290962541959779,0.35922316271821675,Shared
group_188,0.14906832298136644,1.0,0.8787185354691075,lp28-4,#26ffe0,27.0,,Other,Other,,,0.6555292035295672,0.08840431640803913,0.7792037587664031,Shared
group_290,1.0,0.3684210526315789,0.7562326869806094,cp32-4,#ff5ec1,27.0,,Other,Other,,,0.6547785328179381,0.8268675156186479,0.5747692077403075,Shared
insQ,1.0,0.7368421052631579,0.46537396121883656,lp28-3,#ffbc77,27.0,,Other,Other,BB_RS04410,BB_H40,0.6606029201961863,0.5417362451105385,0.2045351208345853,Shared
group_570,0.5442176870748299,1.0,0.8421052631578947,cp32-7,#8bffd7,27.0,,Other,Other,BB_RS05985,BB_P29,0.655924948306692,0.2736556904045613,0.5940037769396959,Shared
group_714,1.0,0.525,0.5526315789473685,cp32-3,#ff868d,27.0,,Other,Other,,,0.6573936840238037,0.7349888029493253,0.3771734021552599,Shared
group_715,1.0,0.8235294117647058,0.7151702786377709,lp28-6,#ffd2b6,27.0,,Other,Other,,,0.6611274204740799,0.5187145612956524,0.23440246913521812,Shared
group_745,1.0,0.6691176470588235,0.7801857585139318,cp32-1+5,#ffabc7,26.5,,Other,Other,,,0.6415994081090173,0.6481571073436089,0.47541341665494796,Shared
group_603,0.6857142857142856,1.0,0.8210526315789474,cp32-7,#afffd1,26.5,,Other,Other,,,0.6480803328694867,0.35914814470312456,0.3898630148184278,Shared
group_406,1.0,0.35,0.5526315789473685,lp56,#ff598d,26.5,,Other,Other,,,0.6395343025481166,0.8517325723744827,0.5592971609443198,Shared
group_404,1.0,0.7205882352941176,0.7151702786377709,cp32-7,#ffb8b6,26.0,,Other,Other,,,0.636169027792266,0.5961211499949874,0.357771222517337,Shared
group_115,0.7619047619047619,1.0,0.3684210526315789,cp32-11,#c2ff5e,26.0,,Other,Other,BB_RS06640,BB_M32,0.6364429097318646,0.3959916824118176,0.2175736239267343,Shared
group_277,1.0,0.5347222222222222,0.6140350877192983,cp32-1+5,#ff889d,26.0,,Other,Other,,,0.6311933347343288,0.7354431007577226,0.4765996214790443,Shared
group_322,0.34782608695652173,1.0,0.6041189931350115,cp32-7,#59ff9a,26.0,,Other,Other,BB_RS06020,BB_P36,0.6344555677798229,0.2530588192585728,0.5548306016066789,Shared
group_1169,0.7619047619047619,1.0,0.3684210526315789,cp32-11,#c2ff5e,26.0,,Other,Other,BB_RS06005,BB_P33,0.6364429097318646,0.3959916824118176,0.2175736239267343,Shared
group_496,0.7619047619047619,1.0,0.3684210526315789,cp32-11,#c2ff5e,26.0,,Other,Other,BB_RS06010,BB_P34,0.6364429097318646,0.3959916824118176,0.2175736239267343,Shared
group_549,1.0,0.7291666666666667,0.49122807017543857,lp56,#ffba7d,26.0,,Other,Other,,,0.631991907306544,0.7188985304030396,0.4360685089437763,Shared
group_612,0.9795918367346937,1.0,0.9924812030075187,cp32-11,#fafffd,26.0,,Other,Other,,,0.6338017051569077,0.5076916390346363,0.3883576336863669,Shared
group_735,1.0,0.7875000000000001,0.16578947368421051,lp28-5,#ffc92a,26.0,,Other,Other,,,0.633563100317328,0.6177410249017001,0.1646923672611851,Shared
group_473,1.0,0.7083333333333334,0.05263157894736842,cp32-6,#ffb50d,25.5,,Other,Other,,,0.621179978425455,0.6765537618675227,0.16275886685567087,Shared
group_15,1.0,0.125,0.6842105263157895,lp36,#ff20ae,25.5,,Other,Other,,,0.6127913841382266,0.9468262686782333,0.7490749346066705,Shared
group_308,1.0,0.4583333333333333,0.5789473684210527,cp32-1+5,#ff7594,25.5,,Other,Other,,,0.621482756409817,0.6525178900739529,0.36221546125356197,Shared
group_402,1.0,0.48611111111111116,0.5526315789473685,cp32-7,#ff7c8d,25.5,,Other,Other,,,0.6190715782051841,0.7454301995436816,0.3942029078753913,Shared
group_438,1.0,0.7828947368421053,0.29085872576177285,lp56,#ffc84a,25.5,,Other,Other,,,0.6237896198024205,0.6270123836007142,0.14134314809998033,Shared
