assembly_id,contig_id,contig_len,plasmid_id,plasmid_name,strain,query_length,ref_length,overall_percent_identity,query_covered_length,ref_covered_length,covered_intervals,query_intervals,subject_hit_coords,query_coverage_percent,call_method
UNY1128P,contig_10 [gcode=11] [topology=linear],27055,gb|CP002324.1|,lp28-6,JD1,27055.0,26981.0,99.77021718182492,26973.0,26979.0,"[(2, 26981)]","[(1, 26974)]","[(2, 26981)]",99.69691369432635,pf32
UNY1128P,contig_11 [gcode=11] [topology=linear],25158,gb|CP002316.1|,cp26,JD1,25158.0,26525.0,99.0451486786211,25156.0,26392.0,"[(19453, 26525), (1, 19321)]","[(6311, 25158), (1, 6310)]","[(1, 18849), (20216, 26525), (19453, 20314), (18751, 19321)]",99.9920502424676,pf32
UNY1128P,contig_12 [gcode=11] [topology=linear],21289,gb|CP002322.1|,cp32-9,JD1,21289.0,30697.0,99.86847667809668,21288.0,21285.0,"[(8693, 29978)]","[(1, 21289)]","[(29978, 8693)]",99.99530273850344,pf32
UNY1128P,contig_13 [gcode=11] [topology=linear],20737,gb|CP002323.1|,lp56,JD1,20737.0,30314.0,99.97588850846311,20736.0,20736.0,"[(8020, 28756)]","[(1, 20737)]","[(28756, 8020)]",99.99517770169264,pf32
UNY1128P,contig_14 [gcode=11] [topology=linear],17816,gb|CP001497.1|,lp17,94a,17816.0,18110.0,98.92088342186187,17747.0,17818.0,"[(11655, 18110), (322, 11413), (1, 273)]","[(15, 11368), (11369, 17763)]","[(322, 11413), (14431, 18110), (11655, 14468), (1, 273)]",99.61270767849123,pf32
UNY1128P,contig_15 [gcode=11] [topology=linear],16563,gb|CP002306.1|,lp28-1,JD1,16563.0,24354.0,92.6516097508008,16180.0,15518.0,"[(5825, 21343)]","[(383, 16563)]","[(21339, 5825), (17746, 15051), (21339, 18624), (21343, 18645), (18609, 16518), (17394, 15332), (21009, 18910), (20761, 18603), (18630, 16516), (21339, 19269)]",97.68761697760068,pf32
UNY1128P,contig_16 [gcode=11] [topology=linear],16239,gb|CP002320.1|,cp32-3,JD1,16239.0,29707.0,99.3131783896486,16237.0,16289.0,"[(1, 3135), (16552, 29707)]","[(13140, 16239), (1, 13139)]","[(16552, 29707), (1, 3135)]",99.98768397068784,pf32
UNY1128P,contig_17 [gcode=11] [topology=linear],15263,gb|CP002325.1|,lp38,JD1,15263.0,27590.0,98.91495453860452,15107.0,17764.0,"[(17021, 18055), (18088, 18618), (18712, 19492), (1, 15421)]","[(1, 15108)]","[(15108, 1), (18618, 18088), (17742, 17208), (15421, 14889), (19368, 18838), (19492, 18962), (19433, 18901), (17551, 17021), (19242, 18712), (18055, 17521)]",98.97792046124614,pf32
UNY1128P,contig_18 [gcode=11] [topology=linear],11726,gb|CP002321.1|,cp32-12,JD1,11726.0,30019.0,99.86356271851284,11725.0,11725.0,"[(16484, 28209)]","[(1, 11726)]","[(28209, 16484)]",99.99147194269146,pf32
UNY1128P,contig_19 [gcode=11] [topology=linear],8033,gb|CP002317.1|,lp28-5,JD1,8033.0,24614.0,99.96346698328614,8032.0,9932.0,"[(13785, 14108), (13253, 13709), (4347, 13177), (14849, 15172)]","[(1, 8033)]","[(12379, 4347), (12645, 12322), (12778, 12455), (12911, 12588), (13044, 12721), (13177, 12854), (14108, 13785), (15172, 14849), (13576, 13253), (13709, 13386)]",99.98755135067844,wp
UNY1128P,contig_2 [gcode=11] [topology=linear],213832,gb|CP002312.1|,chromosome,JD1,213832.0,922801.0,99.94021449200714,213830.0,214029.0,"[(6, 214035)]","[(1, 213831)]","[(213841, 6), (214003, 213225), (214035, 213387), (213679, 213063), (214035, 213549), (213517, 213063), (214035, 213711), (213355, 213063)]",99.99906468629578,wp
UNY1128P,contig_20 [gcode=11] [topology=linear],6075,gb|CP002325.1|,lp38,JD1,6075.0,27590.0,98.05878225617838,5896.0,8521.0,"[(16026, 17354), (19345, 20108), (21160, 27590)]","[(1, 5897)]","[(21727, 27590), (21664, 22433), (21601, 22370), (19345, 20108), (21538, 22307), (16026, 16789), (21160, 21929), (16587, 17354), (21412, 22181), (16524, 17291)]",97.05349794238684,wp
UNY1128P,contig_21 [gcode=11] [topology=linear],4522,gb|CP001259.1|,cp32-6,156a,4522.0,30293.0,95.8970946994899,4492.0,4501.0,"[(18445, 22946)]","[(30, 4522)]","[(18445, 22946)]",99.33657673595754,pf32
UNY1128P,contig_22 [gcode=11] [topology=linear],4374,gb|AE000791.1|,cp9,B31,4374.0,9386.0,97.8186775732788,4373.0,4389.0,"[(2515, 6904)]","[(1, 4374)]","[(2515, 6904)]",99.97713763145862,wp
UNY1128P,contig_23 [gcode=11] [topology=linear],3040,gb|CP019918.1|,cp32-9,PAbe,3040.0,56632.0,97.40437158469946,3039.0,5107.0,"[(54598, 56632), (23855, 26928)]","[(1, 3040)]","[(23855, 26928), (54598, 56632)]",99.96710526315788,wp
UNY1128P,contig_24 [gcode=11] [topology=linear],2508,gb|AE000791.1|,cp9,B31,2508.0,9386.0,99.51942330796956,2496.0,2496.0,"[(6890, 9386)]","[(1, 2497)]","[(6890, 9386)]",99.52153110047848,wp
UNY1128P,contig_25 [gcode=11] [topology=linear],2325,gb|CP002311.1|,cp32-8,JD1,2325.0,31085.0,97.34247749678524,2324.0,2279.0,"[(3009, 5288)]","[(1, 2325)]","[(5288, 3009)]",99.95698924731182,wp
UNY1128P,contig_26 [gcode=11] [topology=linear],1564,gb|CP002316.1|,cp26,JD1,1564.0,26525.0,91.3838988689288,1563.0,2800.0,"[(17986, 20786)]","[(1, 1564)]","[(18751, 20314), (17986, 18849), (20216, 20786)]",99.93606138107415,wp
UNY1128P,contig_27 [gcode=11] [topology=linear],1459,gb|CP001266.1|,cp32-12,156a,1459.0,30652.0,99.7943797121316,1458.0,1458.0,"[(3789, 5247)]","[(1, 1459)]","[(3789, 5247)]",99.93145990404386,wp
UNY1128P,contig_28 [gcode=11] [topology=linear],1382,gb|CP001266.1|,cp32-12,156a,1382.0,30652.0,99.92764109985528,1381.0,1381.0,"[(6757, 8138)]","[(1, 1382)]","[(8138, 6757)]",99.92764109985528,wp
UNY1128P,contig_29 [gcode=11] [topology=linear],1301,gb|CP002227.1|,cp32-1+5,N40,1301.0,29615.0,99.92313604919292,1300.0,1300.0,"[(20438, 21738)]","[(1, 1301)]","[(21738, 20438)]",99.92313604919292,pf32
UNY1128P,contig_3 [gcode=11] [topology=linear],60592,gb|CP002310.1|,cp32-1,JD1,60592.0,60739.0,98.20644329105372,60591.0,60707.0,"[(18036, 60739), (1, 18005)]","[(1, 60592)]","[(60739, 23387), (18005, 1), (40274, 28628), (9615, 1), (23484, 18036), (56964, 53430), (26764, 23387), (15904, 12971), (47130, 44200), (12970, 10301)]",99.99834961711116,pf32
UNY1128P,contig_30 [gcode=11] [topology=linear],1264,gb|AE000791.1|,cp9,B31,1264.0,9386.0,99.92088607594935,1263.0,1263.0,"[(938, 2201)]","[(1, 1264)]","[(2201, 938)]",99.92088607594935,wp
UNY1128P,contig_4 [gcode=11] [topology=linear],56412,gb|CP002318.1|,lp25,JD1,56412.0,30096.0,97.5063139704905,31520.0,30095.0,"[(1, 30096)]","[(983, 31161), (31727, 32631), (538, 976)]","[(9759, 30096), (1, 10419), (24440, 25621), (25504, 26712), (30096, 29192), (1445, 1883), (11210, 10424), (20200, 19407), (9225, 8490), (21736, 21016)]",55.87463660214139,pf32
UNY1128P,contig_5 [gcode=11] [topology=linear],53014,gb|CP001652.1|,lp54,JD1,53014.0,52916.0,99.98677148688488,52914.0,52915.0,"[(1, 52916)]","[(19, 52933)]","[(52916, 1)]",99.81137058135587,wp
UNY1128P,contig_6 [gcode=11] [topology=linear],35832,gb|CP002309.1|,cp32-11,JD1,35832.0,29902.0,99.90511539642227,35830.0,29901.0,"[(1, 29902)]","[(1, 22920), (22921, 35832)]","[(6982, 29902), (1, 12912)]",99.9944183969636,pf32
UNY1128P,contig_7 [gcode=11] [topology=linear],32904,gb|CP001260.1|,lp28-5,156a,32904.0,23638.0,98.18499646669396,23810.0,23036.0,"[(49, 16849), (17046, 23282)]","[(23393, 24441), (1, 22763)]","[(16849, 252), (23282, 17046), (19165, 19905), (20284, 21025), (49, 1099), (4742, 5482), (2735, 3471)]",72.36202285436421,pf32
UNY1128P,contig_8 [gcode=11] [topology=linear],32119,gb|CP094585.1|,cp32-8,B379,32119.0,30637.0,96.816871888918,30460.0,29127.0,"[(22861, 30637), (16859, 21467), (1, 16744)]","[(1335, 18076), (1, 1334), (18082, 22696), (24325, 32097)]","[(1, 16744), (22861, 30637), (16859, 21467), (29304, 30637)]",94.83483296491173,pf32
UNY1128P,contig_9 [gcode=11] [topology=linear],27503,gb|CP002314.1|,lp28-3,JD1,27503.0,28797.0,99.57013652463978,27502.0,27502.0,"[(236, 27738)]","[(1, 27503)]","[(236, 27738), (5389, 5926), (8331, 8868), (10019, 10268), (10073, 10322)]",99.9963640330146,pf32
UNY149P,contig_1 [gcode=11] [topology=linear],915733,gb|CP094579.1|,chromosome,B379,915733.0,920773.0,99.69066753321418,915335.0,920772.0,"[(1, 920773)]","[(337, 915672)]","[(1, 911243), (911731, 920773), (911671, 916609), (910055, 914989), (906441, 911369), (907430, 912300), (907183, 912111), (907307, 912237), (911422, 916357), (907557, 912426)]",99.9565375497006,pf32
UNY149P,contig_10 [gcode=11] [topology=linear],17903,gb|CP124078.1|,lp17,Sh-2-82,17903.0,17944.0,99.9724548259145,17902.0,17942.0,"[(2, 17944)]","[(1, 17903)]","[(2, 14328), (14123, 17944)]",99.9944143439647,pf32
UNY149P,contig_11 [gcode=11] [topology=linear],24963,gb|CP001265.1|,lp25,156a,24963.0,24910.0,98.93005814153508,24911.0,24909.0,"[(1, 24910)]","[(17, 24928)]","[(1, 24910), (18130, 19390), (20780, 22040), (11997, 11189), (17089, 16278)]",99.79169170372153,pf32
UNY149P,contig_12 [gcode=11] [topology=linear],26726,gb|CP002306.1|,lp28-1,JD1,26726.0,24354.0,93.27311050888288,22363.0,19528.0,"[(1, 16518), (18603, 21614)]","[(16040, 20348), (79, 15096), (21140, 24178)]","[(1, 15011), (18626, 21614), (18652, 20978), (19055, 21339), (18626, 20719), (18603, 20164), (19700, 21339), (19387, 21071), (18664, 20127), (14988, 16518)]",83.67507296265808,pf32
UNY149P,contig_13 [gcode=11] [topology=linear],28866,gb|CP001256.1|,lp28-3,156a,28866.0,28770.0,99.43891102257636,28845.0,28769.0,"[(1, 28770)]","[(16, 28861)]","[(28770, 10039), (10288, 1), (5946, 5409), (8888, 8351)]",99.92725005196424,pf32
UNY149P,contig_14 [gcode=11] [topology=linear],29444,gb|CP001272.1|,lp28-4,156a,29444.0,29501.0,98.40836343347137,29392.0,29500.0,"[(1, 29501)]","[(20, 29412)]","[(8933, 29501), (1, 9459), (23598, 24779), (24662, 25870), (10358, 9572), (19366, 18574)]",99.82339356065752,pf32
UNY149P,contig_15 [gcode=11] [topology=linear],27740,gb|CP094592.1|,lp28-5,B379,27740.0,27673.0,99.78107292663184,27540.0,27672.0,"[(1, 27673)]","[(78, 27618)]","[(1, 17601), (14460, 27673), (14593, 17734), (14327, 17468), (14327, 17335), (14726, 17734), (14327, 17202), (14859, 17734), (14327, 17069), (14992, 17734)]",99.2790194664744,pf32
UNY149P,contig_16 [gcode=11] [topology=linear],26825,gb|CP094593.1|,lp28-6,B379,26825.0,26653.0,99.92499812495312,26662.0,26652.0,"[(1, 26653)]","[(79, 26741)]","[(1, 26653)]",99.3923578751165,pf32
UNY149P,contig_17 [gcode=11] [topology=linear],23697,gb|CP001260.1|,lp36,156a,23697.0,23638.0,99.09879463782808,23631.0,23637.0,"[(1, 23638)]","[(303, 23680), (20, 274)]","[(252, 23638), (21025, 20284), (19905, 19165), (3471, 2735), (5482, 4742), (1, 255)]",99.721483732118,pf32
UNY149P,contig_18 [gcode=11] [topology=linear],30317,gb|CP001267.1|,lp38,156a,30317.0,30302.0,99.65547219628424,30294.0,30301.0,"[(1, 30302)]","[(8, 30302)]","[(1, 30302), (16680, 17052), (2943, 3319)]",99.92413497377709,pf32
UNY149P,contig_19 [gcode=11] [topology=linear],53842,gb|CP124079.1|,lp54,Sh-2-82,53842.0,53843.0,99.14751076688584,53841.0,53841.0,"[(1, 53842)]","[(1, 53842)]","[(1, 53842), (47202, 48441), (48203, 49483)]",99.9981427138665,pf32
UNY149P,contig_2 [gcode=11] [topology=linear],26514,gb|CP124077.1|,cp26,Sh-2-82,26514.0,26514.0,98.24705560120516,26512.0,26512.0,"[(14350, 26514), (1, 14349)]","[(14350, 26514), (1, 14349)]","[(14349, 1), (26514, 14350), (19310, 17971), (20775, 19438)]",99.9924568152674,pf32
UNY149P,contig_3 [gcode=11] [topology=linear],30286,gb|CP094581.1|,cp32-11,B379,30286.0,30287.0,99.99009476012812,30284.0,30285.0,"[(1, 14593), (14594, 30287)]","[(15694, 30286), (1, 15693)]","[(14594, 30287), (1, 14593)]",99.99339628871424,pf32
UNY149P,contig_4 [gcode=11] [topology=linear],30262,gb|CP094584.1|,cp32-3,B379,30262.0,30263.0,99.99669563493376,30260.0,30261.0,"[(12030, 30263), (1, 12029)]","[(18234, 30262), (1, 18233)]","[(12030, 30263), (1, 12029)]",99.9933910514837,pf32
UNY149P,contig_5 [gcode=11] [topology=linear],30301,gb|CP094583.1|,cp32-2,B379,30301.0,30302.0,99.99669988779618,30299.0,30300.0,"[(1, 898), (899, 30302)]","[(899, 30301), (1, 898)]","[(30302, 899), (898, 1)]",99.99339955777036,pf32
UNY149P,contig_6 [gcode=11] [topology=linear],30635,gb|CP094585.1|,cp32-1+5,B379,30635.0,30637.0,99.99020791852988,30633.0,30635.0,"[(9546, 30637), (1, 9545)]","[(21092, 30635), (1, 21091)]","[(9546, 30637), (1, 9545)]",99.99347151950384,pf32
UNY149P,contig_7 [gcode=11] [topology=linear],30641,gb|CP094586.1|,cp32-6,B379,30641.0,30642.0,99.9902095163501,30639.0,30640.0,"[(1, 11259), (11260, 30642)]","[(1, 19382), (19383, 30641)]","[(11260, 30642), (1, 11259)]",99.9934727978852,pf32
UNY149P,contig_8 [gcode=11] [topology=linear],21165,gb|CP094587.1|,cp32-7,B379,21165.0,21166.0,99.9952754417462,21163.0,21164.0,"[(16711, 21166), (1, 16710)]","[(4457, 21165), (1, 4456)]","[(1, 16710), (16711, 21166)]",99.99055043704227,pf32
UNY149P,contig_9 [gcode=11] [topology=linear],21172,gb|CP094588.1|,cp32-9,B379,21172.0,21173.0,99.99055400746232,21170.0,21171.0,"[(1, 19646), (19647, 21173)]","[(1, 1527), (1528, 21172)]","[(1, 19646), (19647, 21173)]",99.99055356130738,pf32
UNY169P,contig_1 [gcode=11] [topology=linear],902773,gb|CP002228.1|,chromosome,N40,902773.0,902191.0,99.99340098061428,902513.0,902190.0,"[(1, 902191)]","[(245, 902758)]","[(212838, 902191), (1, 213156), (437231, 440422), (433984, 437177), (212832, 213156)]",99.97119984758072,pf32
UNY169P,contig_10 [gcode=11] [topology=linear],20637,gb|CP002241.1|,lp17,N40,20637.0,20672.0,99.99047755082609,20628.0,20671.0,"[(1, 20672)]","[(1, 20629)]","[(1, 17067), (16737, 20672)]",99.95638901003052,pf32
UNY169P,contig_11 [gcode=11] [topology=linear],24215,gb|CP074059.1|,lp25,B500,24215.0,24206.0,98.36552748885586,24213.0,24204.0,"[(1, 24205)]","[(1, 24214)]","[(1, 24205), (17344, 16342), (12077, 11070)]",99.9917406566178,pf32
UNY169P,contig_12 [gcode=11] [topology=linear],29777,gb|CP002232.1|,lp28-2,N40,29777.0,29521.0,100.0,29520.0,29520.0,"[(1, 29521)]","[(4, 29524)]","[(1, 29521)]",99.1369177553145,pf32
UNY169P,contig_13 [gcode=11] [topology=linear],30920,gb|CP094590.1|,lp28-3,B379,30920.0,28768.0,96.18502453246109,26512.0,22744.0,"[(3946, 26194), (26210, 26706)]","[(7442, 26528), (29825, 30313), (423, 4197), (26594, 29758)]","[(3946, 23037), (23033, 26194), (3946, 7723), (26210, 26706), (8358, 8895), (5417, 5954), (10046, 10295), (10100, 10349)]",85.74385510996119,pf32
UNY169P,contig_14 [gcode=11] [topology=linear],29321,gb|CP001272.1|,lp28-4,156a,29321.0,29501.0,98.16801111012616,29267.0,29500.0,"[(1, 29501)]","[(22, 29289)]","[(9044, 29501), (1, 9352), (24662, 25870), (23598, 24779), (10358, 9572), (19366, 18574)]",99.81583165649194,pf32
UNY169P,contig_15 [gcode=11] [topology=linear],30683,gb|CP002230.1|,lp36,N40,30683.0,29194.0,97.71701761925226,28748.0,29193.0,"[(1, 29194)]","[(8, 28756)]","[(1, 27136), (27453, 29194), (25233, 26532), (24828, 26133), (24263, 25314), (23408, 24462), (24806, 25725), (25629, 26532), (27021, 27973), (3522, 2786)]",93.69357624743344,pf32
UNY169P,contig_16 [gcode=11] [topology=linear],37791,gb|CP002237.1|,lp38,N40,37791.0,37903.0,99.76133098526276,37568.0,37902.0,"[(1, 37903)]","[(73, 37641)]","[(10174, 37903), (1, 10349), (22367, 24903), (30405, 32938)]",99.4099124130084,pf32
UNY169P,contig_17 [gcode=11] [topology=linear],53808,gb|CP001651.1|,lp54,N40,53808.0,53786.0,99.13620319622557,53788.0,53785.0,"[(1, 53786)]","[(2, 53790)]","[(1, 53786), (47164, 48404), (48166, 49444)]",99.96283080582812,pf32
UNY169P,contig_2 [gcode=11] [topology=linear],26498,gb|CP002239.1|,cp26,N40,26498.0,26498.0,98.2049876678542,26496.0,26496.0,"[(13576, 26498), (1, 13575)]","[(12924, 26498), (1, 12923)]","[(1, 13575), (13576, 26498), (17955, 19294), (19422, 20759)]",99.99245226054796,pf32
UNY169P,contig_3 [gcode=11] [topology=linear],30154,gb|CP002240.1|,cp32-10,N40,30154.0,30154.0,100.0,30152.0,30152.0,"[(6721, 30154), (1, 6720)]","[(6721, 30154), (1, 6720)]","[(30154, 6721), (6720, 1)]",99.99336738077868,pf32
UNY169P,contig_4 [gcode=11] [topology=linear],27768,gb|CP002238.1|,cp32-12,N40,27768.0,27767.0,99.91717084413712,27766.0,27765.0,"[(20033, 27767), (1, 20032)]","[(1, 20032), (20033, 27768)]","[(20032, 1), (27767, 20033)]",99.99279746470758,wp
UNY169P,contig_5 [gcode=11] [topology=linear],15938,gb|CP002235.1|,cp32-4,N40,15938.0,15915.0,99.83684738955824,15934.0,15910.0,"[(6984, 15915), (1, 6980)]","[(8933, 15936), (1, 8932)]","[(6984, 15915), (1, 6980)]",99.97490274814908,wp
UNY169P,contig_6 [gcode=11] [topology=linear],29615,gb|CP002227.1|,cp32-1+5,N40,29615.0,29615.0,100.0,29613.0,29613.0,"[(1, 17695), (17696, 29615)]","[(1, 11920), (11921, 29615)]","[(1, 17695), (17696, 29615)]",99.99324666554112,pf32
UNY169P,contig_7 [gcode=11] [topology=linear],17483,gb|CP002229.1|,cp32-7,N40,17483.0,17483.0,100.0,17481.0,17481.0,"[(13988, 17483), (1, 13987)]","[(1, 3496), (3497, 17483)]","[(1, 13987), (13988, 17483)]",99.98856031573528,pf32
UNY169P,contig_8 [gcode=11] [topology=linear],30658,gb|CP002242.1|,cp32-9,N40,30658.0,30658.0,100.0,30656.0,30656.0,"[(1, 7341), (7342, 30658)]","[(1, 7341), (7342, 30658)]","[(30658, 7342), (7341, 1)]",99.99347641724836,pf32
UNY169P,contig_9 [gcode=11] [topology=linear],8722,gb|CP002231.1|,cp9,N40,8722.0,8722.0,100.0,8720.0,8720.0,"[(3565, 8722), (1, 3564)]","[(1, 5158), (5159, 8722)]","[(3565, 8722), (1, 3564)]",99.9770694794772,wp
UNY172P,contig_1 [gcode=11] [topology=linear],903384,gb|CP002228.1|,chromosome,N40,903384.0,902191.0,99.47449326920965,902966.0,902190.0,"[(19951, 902191), (1, 19951)]","[(246, 20198), (20355, 903369)]","[(212838, 843612), (19951, 213156), (843264, 902191), (1, 19951), (437231, 440422), (433984, 437177), (212838, 213156), (212838, 213156), (212838, 213156), (843297, 843612)]",99.95372953251332,pf32
UNY172P,contig_10 [gcode=11] [topology=linear],24135,gb|CP001459.1|,lp25,WI91-23,24135.0,24661.0,95.66345586789856,23635.0,23720.0,"[(19886, 24568), (270, 19308)]","[(17153, 23098), (279, 17060), (23169, 24078)]","[(270, 17031), (19886, 23665), (17124, 19308), (23661, 24568), (17314, 16312), (12047, 11331)]",97.92831986741248,pf32
UNY172P,contig_11 [gcode=11] [topology=linear],29897,gb|CP094610.1|,lp28-2,B31-5A4,29897.0,29936.0,97.4503587518772,29888.0,29921.0,"[(9, 29930)]","[(6, 29894)]","[(9, 29930)]",99.96989664514834,pf32
UNY172P,contig_12 [gcode=11] [topology=linear],30845,gb|CP094611.1|,lp28-3,B31-5A4,30845.0,28332.0,95.84526220236016,26448.0,22700.0,"[(25943, 26445), (3734, 25932)]","[(7437, 26471), (29762, 30239), (26537, 29700), (423, 4197)]","[(3734, 22774), (22770, 25932), (3734, 7511), (8146, 8683), (25943, 26445), (5205, 5742), (8141, 8683), (9834, 10083), (9888, 10137)]",85.74485329875182,pf32
UNY172P,contig_13 [gcode=11] [topology=linear],29392,gb|CP001272.1|,lp28-4,156a,29392.0,29501.0,98.3004918853642,29340.0,29500.0,"[(1, 29501)]","[(20, 29360)]","[(8987, 29501), (1, 9405), (24662, 25870), (23598, 24779), (10358, 9572), (19366, 18574)]",99.82308111050628,pf32
UNY172P,contig_14 [gcode=11] [topology=linear],35925,gb|CP001497.1|,lp36,94a,35925.0,18110.0,88.2051282051282,3683.0,3636.0,"[(1281, 3850), (105, 1172)]","[(6656, 7738), (8253, 10854)]","[(1281, 3850), (105, 1172)]",10.251913709116216,pf32
UNY172P,contig_15 [gcode=11] [topology=linear],38804,gb|AE000787.1|,lp38,B31,38804.0,38829.0,98.8066444576279,38666.0,38585.0,"[(8893, 26896), (34163, 38828), (26995, 34140), (1, 8773)]","[(26991, 38781), (16, 26892)]","[(10287, 26896), (1, 8773), (26995, 34140), (34163, 38828), (22077, 24613), (31208, 33746), (8893, 10372)]",99.64436656014844,pf32
UNY172P,contig_16 [gcode=11] [topology=linear],53865,gb|CP001651.1|,lp54,N40,53865.0,53786.0,98.6426220224401,53837.0,53785.0,"[(1, 53786)]","[(9, 53846)]","[(1, 47194), (47094, 53786), (48166, 49444), (47164, 48404)]",99.94801819363222,pf32
UNY172P,contig_2 [gcode=11] [topology=linear],26537,gb|CP002239.1|,cp26,N40,26537.0,26498.0,97.06646608315098,26535.0,26496.0,"[(4104, 26498), (1, 4103)]","[(4104, 26537), (1, 4103)]","[(26498, 4104), (4103, 1), (20759, 19422), (19300, 17955)]",99.99246335305423,pf32
UNY172P,contig_3 [gcode=11] [topology=linear],27706,gb|CP002238.1|,cp32-12,N40,27706.0,27767.0,97.93272347475327,27704.0,27749.0,"[(9101, 27767), (1, 9084)]","[(1, 1762), (1763, 27706)]","[(9101, 26007), (1, 9084), (26006, 27767)]",99.99278134700064,pf32
UNY172P,contig_4 [gcode=11] [topology=linear],30617,gb|CP017206.1|,cp32-4,B331,30617.0,30617.0,100.0,30615.0,30615.0,"[(26009, 30617), (1, 26008)]","[(1, 4609), (4610, 30617)]","[(1, 26008), (26009, 30617)]",99.9934676813535,pf32
UNY172P,contig_5 [gcode=11] [topology=linear],21715,gb|CP002310.1|,cp32-3,JD1,21715.0,60739.0,93.71063210204792,16956.0,31458.0,"[(48848, 51595), (28628, 36350), (14502, 15904), (1, 5684), (45728, 47137), (19068, 21120), (53608, 56942), (23423, 26749), (36699, 37054), (57311, 60739)]","[(6263, 15392), (1948, 5276), (15393, 17152), (18975, 21715)]","[(28628, 36350), (1, 5684), (57311, 60739), (53608, 56942), (23423, 26749), (48848, 51595), (19068, 21120), (14502, 15904), (45728, 47137), (36699, 37054)]",78.08427354363343,pf32
UNY172P,contig_6 [gcode=11] [topology=linear],22534,gb|CP002227.1|,cp32-1+5,N40,22534.0,29615.0,95.69089200019788,20171.0,20150.0,"[(17257, 26725), (12105, 16515), (6617, 7187), (27640, 29615), (1, 3728)]","[(11671, 21174), (6524, 10934), (2243, 6524), (265, 2242)]","[(17257, 26725), (12105, 16515), (1, 3728), (27640, 29615), (7187, 6617)]",89.51362385728233,pf32
UNY172P,contig_7 [gcode=11] [topology=linear],29694,gb|CP019921.1|,cp32-7,PAbe,29694.0,62238.0,92.87072071256586,27345.0,54893.0,"[(22945, 26251), (57725, 62238), (49430, 51347), (1, 10312), (45669, 49324), (27967, 45402), (53240, 56588), (10488, 20896)]","[(26156, 28249), (592, 3925), (4137, 26056)]","[(27967, 45402), (1, 10312), (10488, 17065), (57725, 62238), (22945, 26251), (45669, 49324), (53240, 56588), (49430, 51347), (18806, 20896), (17026, 18872)]",92.08931097191352,pf32
UNY172P,contig_8 [gcode=11] [topology=linear],30414,gb|CP002242.1|,cp32-9,N40,30414.0,30658.0,97.8363939899833,29915.0,29920.0,"[(17782, 30658), (15029, 17179), (11644, 14896), (1, 11643)]","[(11648, 24530), (24891, 27039), (27175, 30414), (1, 11647)]","[(30658, 17782), (11643, 1), (14896, 11644), (17179, 15029)]",98.35930821332282,pf32
UNY172P,contig_9 [gcode=11] [topology=linear],17030,gb|CP124090.1|,lp17,Am293,17030.0,16928.0,98.0960517483371,16346.0,16346.0,"[(1327, 16927), (134, 880)]","[(115, 858), (1427, 17030)]","[(1327, 16927), (134, 880)]",95.98355842630652,pf32
UNY193P,contig_1 [gcode=11] [topology=linear],910086,gb|CP124092.1|,chromosome,Am293,910086.0,910655.0,99.45011945643242,908385.0,908536.0,"[(1, 904957), (905275, 908855)]","[(692, 908457), (45, 665)]","[(213280, 904957), (623, 214087), (905275, 908855), (438328, 441519), (435081, 438274), (213118, 213926), (213442, 214249), (213604, 214249), (213118, 213764), (1, 625)]",99.81309458666544,pf32
UNY193P,contig_10 [gcode=11] [topology=linear],24809,gb|CP001265.1|,lp25,156a,24809.0,24910.0,97.70559778852798,24757.0,24756.0,"[(17961, 24910), (1, 17808)]","[(17827, 24774), (16, 17826)]","[(1, 17808), (17961, 24910), (20780, 22040), (18124, 19390), (11997, 11189), (17089, 16278)]",99.7903986456528,pf32
UNY193P,contig_11 [gcode=11] [topology=linear],28850,gb|CP001256.1|,lp28-3,156a,28850.0,28770.0,99.42445091293992,28744.0,28654.0,"[(116, 28770)]","[(91, 28835)]","[(10039, 28770), (116, 10288), (5409, 5946), (8351, 8888), (10039, 10288)]",99.63258232235702,pf32
UNY193P,contig_12 [gcode=11] [topology=linear],30714,gb|CP002318.1|,lp28-4,JD1,30714.0,30096.0,97.08743338878394,29887.0,29514.0,"[(10379, 30096), (1, 9798)]","[(538, 975), (982, 30432)]","[(10379, 30096), (1, 9798), (25504, 26712), (24440, 25621), (1445, 1883), (11210, 10424), (20200, 19407), (21736, 21016), (9225, 8490)]",97.30741681317966,pf32
UNY193P,contig_13 [gcode=11] [topology=linear],26719,gb|CP001262.1|,lp28-6,156a,26719.0,26705.0,99.46844351276484,26711.0,26702.0,"[(1, 26703)]","[(8, 26719)]","[(1, 26703)]",99.97005875968412,pf32
UNY193P,contig_14 [gcode=11] [topology=linear],30066,gb|CP002319.1|,lp28-7,JD1,30066.0,29993.0,98.7353692990717,29717.0,29720.0,"[(18716, 29993), (1, 18444)]","[(11593, 30034), (63, 11339)]","[(18444, 1), (29993, 18716)]",98.83922038182664,pf32
UNY193P,contig_15 [gcode=11] [topology=linear],30148,gb|CP002232.1|,lp28-2,N40,30148.0,29521.0,89.39787957591518,4972.0,4988.0,"[(2949, 4220), (4287, 8004)]","[(18719, 19989), (13852, 17554)]","[(8004, 4287), (4220, 2949)]",16.49197293352793,pf32
