	num_genomes_gene_cluster_has_hits	num_genes_in_gene_cluster	max_num_paralogs	SCG	functional_homogeneity_index	geometric_homogeneity_index	combined_homogeneity_index	Pfam_ACC	Pfam	COG20_PATHWAY_ACC	COG20_PATHWAY	KEGG_BRITE_ACC	KEGG_BRITE	KEGG_Module_ACC	KEGG_Module	KOfam_ACC	KOfam	KEGG_Class_ACC	KEGG_Class	COG20_CATEGORY_ACC	COG20_CAT_ACC	COG20_CATEGORY	COG20_FUNCTION_ACC	COG20_FUNCTION
GC_00000886	87	87	1	0	0.996418209	1	0.998205891		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	T	T	Signal_transduction_mechanisms	COG0664	cAMP-binding_domain_of_CRP_or_a_regulatory_subunit_of_cAMP-dependent_protein_kinases_(Crp)_(PDB:1FT9)
GC_00000887	87	87	1	0	0.981596001	1	0.990712537	PF04347.18	Flagellar_biosynthesis_protein,_FliO	ND	ND	ko00001|ko02044|ko02035	KEGG_Orthology_(KO)>>>09140_Cellular_Processes>>>09142_Cell_motility>>>02040_Flagellar_assembly_[PATH:ko02040]|Secretion_system>>>Type_III_secretion_system>>>Flagellar_export_apparatus|Bacterial_motility_proteins>>>Flagellar_system>>>Flagellar_assembly_proteins>>>Type-III_secretion	ND	ND	K02418	flagellar_protein_FliO/FliZ	ND	ND	ND	ND	ND	ND	ND
GC_00000888	87	87	1	0	0.98974576	1	0.994846457		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000889	87	87	1	0	0.997310447	1	0.998653413	PF01653.23	NAD-dependent_DNA_ligase_adenylation_domain	ND	ND	ko00001|ko00001|ko00001|ko00001|ko01000|ko03032|ko03400|ko03400|ko03400|ko03400	KEGG_Orthology_(KO)>>>09120_Genetic_Information_Processing>>>09124_Replication_and_repair>>>03030_DNA_replication_[PATH:ko03030]|KEGG_Orthology_(KO)>>>09120_Genetic_Information_Processing>>>09124_Replication_and_repair>>>03410_Base_excision_repair_[PATH:ko03410]|KEGG_Orthology_(KO)>>>09120_Genetic_Information_Processing>>>09124_Replication_and_repair>>>03420_Nucleotide_excision_repair_[PATH:ko03420]|KEGG_Orthology_(KO)>>>09120_Genetic_Information_Processing>>>09124_Replication_and_repair>>>03430_Mismatch_repair_[PATH:ko03430]|Enzymes>>>6._Ligases>>>6.5__Forming_phosphoric-ester_bonds>>>6.5.1__Ligases_that_form_phosphoric-ester_bonds_(only_sub-subclass_identified_to_date)>>>6.5.1.2__DNA_ligase_(NAD+)|DNA_replication_proteins>>>Prokaryotic_type>>>DNA_Replication_Elongation_Factors>>>Elongation_factors_(bacterial)>>>Other_elongation_factors|DNA_repair_and_recombination_proteins>>>Prokaryotic_type>>>SSBR_(single_strand_breaks_repair)>>>BER_(base_exicision_repair)>>>DNA_ligase|DNA_repair_and_recombination_proteins>>>Prokaryotic_type>>>SSBR_(single_strand_breaks_repair)>>>NER_(nucleotide_excision_repair)>>>GGR_(global_genome_repair)_factors|DNA_repair_and_recombination_proteins>>>Prokaryotic_type>>>SSBR_(single_strand_breaks_repair)>>>MMR_(mismatch_excision_repair)>>>DNA_ligase|DNA_repair_and_recombination_proteins>>>Prokaryotic_type>>>DSBR_(double_strand_breaks_repair)>>>NHEJ_(non-homologous_end-joining)>>>SHDIR_(short-homology-dependent_illegitimate_recombination)>>>RecET_pathway	ND	ND	K01972	DNA_ligase_(NAD+)_[EC:6.5.1.2]	ND	ND	L	L	Replication,_recombination_and_repair	COG0272	NAD-dependent_DNA_ligase_(Lig)_(PDB:5TT5)
GC_00000890	87	87	1	0	0.997388662	1	0.998692624	PF01266.29	FAD_dependent_oxidoreductase	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	E	E	Amino_acid_transport_and_metabolism	COG0665	Glycine/D-amino_acid_oxidase_(deaminating)_(DadA)_(PDB:3AWI)
GC_00000891	87	87	1	0	0.99345565	1	0.996717083		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000892	87	87	1	0	0.994441291	1	0.997212899		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000893	87	87	1	0	0.9965512	1	0.998272621	PF02108.21	Flagellar_assembly_protein_FliH	ND	ND	ko00001|ko02044|ko02035	KEGG_Orthology_(KO)>>>09140_Cellular_Processes>>>09142_Cell_motility>>>02040_Flagellar_assembly_[PATH:ko02040]|Secretion_system>>>Type_III_secretion_system>>>Flagellar_export_apparatus|Bacterial_motility_proteins>>>Flagellar_system>>>Flagellar_assembly_proteins>>>Type-III_secretion	ND	ND	K02411	flagellar_assembly_protein_FliH	ND	ND	N|U	N	Cell_motility|Intracellular_trafficking,_secretion,_and_vesicular_transport	COG1317	Flagellar_biosynthesis/type_III_secretory_pathway_protein_FliH_(FliH)_(PDB:5B0O)
GC_00000894	87	87	1	0	0.994967155	0.993713629	0.994339997	PF02592.20	Putative_vitamin_uptake_transporter	ND	ND	ko02000	Transporters>>>Other_transporters>>>Electrochemical_potential-driven_transporters_[TC:2]	ND	ND	K09125	queuosine_precursor_transporter	ND	ND	J	J	Translation,_ribosomal_structure_and_biogenesis	COG1738	Queuosine_precursor_transporter_YhhQ,_DUF165_family_(YhhQ)_(PUBMED:31481610)
GC_00000895	87	87	1	0	0.994246733	1	0.997115068	PF02608.19	ABC_transporter_substrate-binding_protein_PnrA-like	ND	ND	ko00001|ko02000	KEGG_Orthology_(KO)>>>09130_Environmental_Information_Processing>>>09131_Membrane_transport>>>02010_ABC_transporters_[PATH:ko02010]|Transporters>>>ABC_transporters,_prokaryotic_type>>>Saccharide,_polyol,_and_lipid_transporters>>>General_nucleoside_transporter	ND	ND	K07335	basic_membrane_protein_A_and_related_proteins	ND	ND	T	T	Signal_transduction_mechanisms	COG1744	Lipoprotein_Med,_regulator_of_KinD/Spo0A,_PBP1-ABC_superfamily,_includes_NupN_(Med)_(PDB:2FQW)_(PUBMED:21622736)
GC_00000896	87	87	1	0	0.993352683	1	0.996665258	PF01509.23	TruB_family_pseudouridylate_synthase_(N_terminal_domain)	COG0130	tRNA_modification	ko01000|ko03016|ko03016	Enzymes>>>5._Isomerases>>>5.4__Intramolecular_transferases>>>5.4.99__Transferring_other_groups>>>5.4.99.25__tRNA_pseudouridine55_synthase|Transfer_RNA_biogenesis>>>Eukaryotic_type>>>tRNA_modification_factors>>>Psudouridine_synthases|Transfer_RNA_biogenesis>>>Prokaryotic_type>>>tRNA_modification_factors>>>Psudouridine_synthases	ND	ND	K03177	tRNA_pseudouridine55_synthase_[EC:5.4.99.25]	ND	ND	J	J	Translation,_ribosomal_structure_and_biogenesis	COG0130	tRNA_U55_pseudouridine_synthase_TruB,_may_also_work_on_U342_of_tmRNA_(TruB)_(PDB:1K8W)
GC_00000897	87	87	1	0	0.994913686	1	0.997450359	PF05698.19	Bacterial_trigger_factor_protein_(TF)_C-terminus	ND	ND	ko00001	KEGG_Orthology_(KO)>>>09190_Not_Included_in_Pathway_or_Brite>>>09192_Unclassified:_genetic_information_processing>>>99975_Protein_processing	ND	ND	K03545	trigger_factor	ND	ND	O	O	Posttranslational_modification,_protein_turnover,_chaperones	COG0544	FKBP-type_peptidyl-prolyl_cis-trans_isomerase_(trigger_factor)_(Tig)_(PDB:5OWI)
GC_00000898	87	87	1	0	0.995602278	1	0.997796293	PF04357.18	TamB,_inner_membrane_protein_subunit_of_TAM_complex	ND	ND	ko02000	Transporters>>>Other_transporters>>>Pores_ion_channels_[TC:1]	ND	ND	K09800	translocation_and_assembly_module_TamB	ND	ND	U	U	Intracellular_trafficking,_secretion,_and_vesicular_transport	COG2911	Autotransporter_translocation_and_assembly_protein_TamB_(TamB)_(PDB:5VTG)
GC_00000899	87	87	1	0	0.997357393	1	0.998676948	PF13200.11	Putative_glycosyl_hydrolase_domain	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	R	R	General_function_prediction_only	COG1306	Predicted_glycosyl_hydrolase,_alpha_amylase_family_(PDB:4S1A)
GC_00000900	87	87	1	0	0.988400857	0.986610833	0.987505034		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000901	87	87	1	0	0.99693265	1	0.998463969	PF00557.29	Metallopeptidase_family_M24	ND	ND	ko01000|ko01002	Enzymes>>>3._Hydrolases>>>3.4__Acting_on_peptide_bonds_(peptidases)>>>3.4.11__Aminopeptidases>>>3.4.11.9__Xaa-Pro_aminopeptidase|Peptidases_and_inhibitors>>>Metallo_peptidases>>>Family_M24	ND	ND	K01262	Xaa-Pro_aminopeptidase_[EC:3.4.11.9]	ND	ND	E	E	Amino_acid_transport_and_metabolism	COG0006	Xaa-Pro_aminopeptidase_(PepP)_(PDB:1A16)
GC_00000902	87	87	1	0	0.997127991	1	0.99856193		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000903	87	87	1	0	0.994846666	1	0.997416677		ND	ND	ND	ko00001|ko00001|ko00001|ko01000|ko03032|ko03400	KEGG_Orthology_(KO)>>>09120_Genetic_Information_Processing>>>09124_Replication_and_repair>>>03030_DNA_replication_[PATH:ko03030]|KEGG_Orthology_(KO)>>>09120_Genetic_Information_Processing>>>09124_Replication_and_repair>>>03430_Mismatch_repair_[PATH:ko03430]|KEGG_Orthology_(KO)>>>09120_Genetic_Information_Processing>>>09124_Replication_and_repair>>>03440_Homologous_recombination_[PATH:ko03440]|Enzymes>>>2._Transferases>>>2.7__Transferring_phosphorus-containing_groups>>>2.7.7__Nucleotidyltransferases>>>2.7.7.7__DNA-directed_DNA_polymerase|DNA_replication_proteins>>>Prokaryotic_type>>>DNA_Replication_Elongation_Factors>>>Elongation_factors_(bacterial)>>>DNA_polymerase_III_holoenzyme|DNA_repair_and_recombination_proteins>>>Prokaryotic_type>>>SSBR_(single_strand_breaks_repair)>>>MMR_(mismatch_excision_repair)>>>DNA_polymerase_III_holoenzyme	ND	ND	K02340	DNA_polymerase_III_subunit_delta_[EC:2.7.7.7]	ND	ND	L	L	Replication,_recombination_and_repair	COG1466	DNA_polymerase_III,_delta_subunit_(HolA)_(PDB:3ZH9)
GC_00000904	87	87	1	0	0.995467341	1	0.997728523		ND	COG0635	Heme_biosynthesis	ND	ND	ND	ND	ND	ND	ND	ND	H	H	Coenzyme_transport_and_metabolism	COG0635	Coproporphyrinogen-III_oxidase_HemN__(oxygen-independent)_or_related_Fe-S_oxidoreductase_(HemN)_(PDB:1OLT)
GC_00000905	87	87	1	0	0.998228226	1	0.999113328	PF00551.24	Formyl_transferase	ND	ND	ko00001|ko00001|ko01000	KEGG_Orthology_(KO)>>>09100_Metabolism>>>09108_Metabolism_of_cofactors_and_vitamins>>>00670_One_carbon_pool_by_folate_[PATH:ko00670]|KEGG_Orthology_(KO)>>>09120_Genetic_Information_Processing>>>09122_Translation>>>00970_Aminoacyl-tRNA_biosynthesis_[PATH:ko00970]|Enzymes>>>2._Transferases>>>2.1__Transferring_one-carbon_groups>>>2.1.2__Hydroxymethyl-,_formyl-_and_related_transferases>>>2.1.2.9__methionyl-tRNA_formyltransferase	ND	ND	K00604	methionyl-tRNA_formyltransferase_[EC:2.1.2.9]	ND	ND	J	J	Translation,_ribosomal_structure_and_biogenesis	COG0223	Methionyl-tRNA_formyltransferase_(Fmt)_(PDB:1FMT)
GC_00000906	87	87	1	0	0.996858796	1	0.998426927	PF08459.16	UvrC_RNAse_H_endonuclease_domain	ND	ND	ko00001|ko03400	KEGG_Orthology_(KO)>>>09120_Genetic_Information_Processing>>>09124_Replication_and_repair>>>03420_Nucleotide_excision_repair_[PATH:ko03420]|DNA_repair_and_recombination_proteins>>>Prokaryotic_type>>>SSBR_(single_strand_breaks_repair)>>>NER_(nucleotide_excision_repair)>>>GGR_(global_genome_repair)_factors	ND	ND	K03703	excinuclease_ABC_subunit_C	ND	ND	L	L	Replication,_recombination_and_repair	COG0322	Excinuclease_UvrABC,_nuclease_subunit_(UvrC)_(PDB:2NRT)_(PUBMED:24513124)
GC_00000907	87	87	1	0	0.993658162	0.995196936	0.994426954	PF03781.21	Sulfatase-modifying_factor_enzyme_1	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	O	O	Posttranslational_modification,_protein_turnover,_chaperones	COG1262	Formylglycine-generating_enzyme,_required_for_sulfatase_activity,_contains_SUMF1/FGE_domain_(YfmG)_(PDB:2AFT)
GC_00000908	87	87	1	0	0.992553032	1	0.9962626		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000909	87	87	1	0	0.988087518	1	0.99400807		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000910	87	87	1	0	0.999388067	0.999343267	0.999365666	PF00015.26	Methyl-accepting_chemotaxis_protein_(MCP)_signalling_domain	ND	ND	ko00001|ko00001|ko02035	KEGG_Orthology_(KO)>>>09130_Environmental_Information_Processing>>>09132_Signal_transduction>>>02020_Two-component_system_[PATH:ko02020]|KEGG_Orthology_(KO)>>>09140_Cellular_Processes>>>09142_Cell_motility>>>02030_Bacterial_chemotaxis_[PATH:ko02030]|Bacterial_motility_proteins>>>Flagellar_system>>>Chemotaxis_proteins>>>MCPs	ND	ND	K03406	methyl-accepting_chemotaxis_protein	ND	ND	T	T	Signal_transduction_mechanisms	COG0840	Methyl-accepting_chemotaxis_protein_(MCP)_(Tar)_(PDB:1QU7)
GC_00000911	87	87	1	0	0.996073812	1	0.998033045	PF17759.6	Phenylalanyl_tRNA_synthetase_beta_chain_CLM_domain	COG0072	Aminoacyl-tRNA_synthetases	ko00001|ko01000|ko01007|ko03016|ko03016	KEGG_Orthology_(KO)>>>09120_Genetic_Information_Processing>>>09122_Translation>>>00970_Aminoacyl-tRNA_biosynthesis_[PATH:ko00970]|Enzymes>>>6._Ligases>>>6.1__Forming_carbon-oxygen_bonds>>>6.1.1__Ligases_forming_aminoacyl-tRNA_and_related_compounds>>>6.1.1.20__phenylalanine---tRNA_ligase|Amino_acid_related_enzymes>>>Aminoacyl-tRNA_synthetase>>>Class_II_(U)|Transfer_RNA_biogenesis>>>Eukaryotic_type>>>Aminoacyl-tRNA_synthetases_(AARSs)>>>Other_AARSs|Transfer_RNA_biogenesis>>>Prokaryotic_type>>>Aminoacyl-tRNA_synthetases_(AARSs)>>>Other_AARSs	ND	ND	K01890	phenylalanyl-tRNA_synthetase_beta_chain_[EC:6.1.1.20]	ND	ND	J	J	Translation,_ribosomal_structure_and_biogenesis	COG0072	Phenylalanyl-tRNA_synthetase_beta_subunit_(PheT)_(PDB:3L4G)
GC_00000912	87	87	1	0	0.994805	1	0.997395735	PF00580.26	UvrD/REP_helicase_N-terminal_domain	ND	ND	ko00001|ko00001|ko01000|ko03400|ko03400	KEGG_Orthology_(KO)>>>09120_Genetic_Information_Processing>>>09124_Replication_and_repair>>>03420_Nucleotide_excision_repair_[PATH:ko03420]|KEGG_Orthology_(KO)>>>09120_Genetic_Information_Processing>>>09124_Replication_and_repair>>>03430_Mismatch_repair_[PATH:ko03430]|Enzymes>>>5._Isomerases>>>5.6__Isomerases_altering_macromolecular_conformation>>>5.6.2__Enzymes_altering_nucleic_acid_conformation>>>5.6.2.4__DNA_3'-5'_helicase|DNA_repair_and_recombination_proteins>>>Prokaryotic_type>>>SSBR_(single_strand_breaks_repair)>>>NER_(nucleotide_excision_repair)>>>GGR_(global_genome_repair)_factors|DNA_repair_and_recombination_proteins>>>Prokaryotic_type>>>SSBR_(single_strand_breaks_repair)>>>MMR_(mismatch_excision_repair)>>>Other_MMR_factors	ND	ND	K03657	ATP-dependent_DNA_helicase_UvrD/PcrA_[EC:5.6.2.4]	ND	ND	L	L	Replication,_recombination_and_repair	COG0210	Superfamily_I_DNA_or_RNA_helicase_(UvrD)_(PDB:6PPR)
GC_00000913	87	87	1	0	0.996954153	0.98764173	0.992276093	PF13476.11	AAA_domain	ND	ND	ko03400|ko03400	DNA_repair_and_recombination_proteins>>>Prokaryotic_type>>>DSBR_(double_strand_breaks_repair)>>>HR_(homologous_recombination)>>>RecBC_pathway_proteins|DNA_repair_and_recombination_proteins>>>Prokaryotic_type>>>DSBR_(double_strand_breaks_repair)>>>HR_(homologous_recombination)>>>Archaeal_homologous_recombinant_proteins	ND	ND	K03546	DNA_repair_protein_SbcC/Rad50	ND	ND	L	L	Replication,_recombination_and_repair	COG0419	DNA_repair_exonuclease_SbcCD_ATPase_subunit_(SbcC)_(PDB:3QKR)
GC_00000914	87	87	1	0	0.986250526	1	0.993077674	PF08570.15	Protein_of_unknown_function_(DUF1761)	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000915	87	87	1	0	0.99625664	1	0.99812481		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000916	87	87	1	0	0.989987307	1	0.994968464	PF02120.21	Flagellar_hook-length_control_protein_FliK	ND	ND	ko02035	Bacterial_motility_proteins>>>Flagellar_system>>>Flagellar_assembly_proteins>>>Others	ND	ND	K02384	flagellar_protein_FlbC	ND	ND	N	N	Cell_motility	COG3144	Flagellar_hook-length_control_protein_FliK_(FliK)_(PDB:2RRL)
GC_00000917	87	87	1	0	0.992562499	1	0.996267369	PF01210.28	NAD-dependent_glycerol-3-phosphate_dehydrogenase_N-terminus	COG0240	Isoprenoid_biosynthesis	ND	ND	ND	ND	ND	ND	ND	ND	C	C	Energy_production_and_conversion	COG0240	Glycerol-3-phosphate_dehydrogenase_(GpsA)_(PDB:1EVY)
GC_00000918	87	87	1	0	0.992208649	0.983183748	0.987675582	PF17871.6	AAA_lid_domain	ND	ND	ko00001|ko01000|ko03400|ko03400	KEGG_Orthology_(KO)>>>09120_Genetic_Information_Processing>>>09124_Replication_and_repair>>>03440_Homologous_recombination_[PATH:ko03440]|Enzymes>>>5._Isomerases>>>5.6__Isomerases_altering_macromolecular_conformation>>>5.6.2__Enzymes_altering_nucleic_acid_conformation>>>5.6.2.4__DNA_3'-5'_helicase|DNA_repair_and_recombination_proteins>>>Prokaryotic_type>>>DSBR_(double_strand_breaks_repair)>>>HR_(homologous_recombination)>>>RecBC_pathway_proteins|DNA_repair_and_recombination_proteins>>>Prokaryotic_type>>>DSBR_(double_strand_breaks_repair)>>>HR_(homologous_recombination)>>>RecFOR_pathway_proteins	ND	ND	K03694	ATP-dependent_Clp_protease_ATP-binding_subunit_ClpA	ND	ND	O	O	Posttranslational_modification,_protein_turnover,_chaperones	COG0542	ATP-dependent_Clp_protease,_ATP-binding_subunit_ClpA_(ClpA)_(PDB:1KSF)
GC_00000919	87	87	1	0	0.994823587	0.941107712	0.967220428		ND	COG0796	Mureine_biosynthesis	ko00001|ko01000|ko01011	KEGG_Orthology_(KO)>>>09100_Metabolism>>>09106_Metabolism_of_other_amino_acids>>>00470_D-Amino_acid_metabolism_[PATH:ko00470]|Enzymes>>>5._Isomerases>>>5.1__Racemases_and_epimerases>>>5.1.1__Acting_on_amino_acids_and_derivatives>>>5.1.1.3__glutamate_racemase|Peptidoglycan_biosynthesis_and_degradation_proteins>>>Precursor_biosynthesis>>>Racemase	ND	ND	K01776	glutamate_racemase_[EC:5.1.1.3]	ND	ND	M	M	Cell_wall/membrane/envelope_biogenesis	COG0796	Glutamate_racemase_(MurI)_(PDB:1B73)
GC_00000920	87	87	1	0	0.995747348	0.999755239	0.997747269		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000921	87	87	1	0	0.994835224	1	0.997410926	PF02592.20	Putative_vitamin_uptake_transporter	ND	ND	ko02000	Transporters>>>Other_transporters>>>Electrochemical_potential-driven_transporters_[TC:2]	ND	ND	K09125	queuosine_precursor_transporter	ND	ND	J	J	Translation,_ribosomal_structure_and_biogenesis	COG1738	Queuosine_precursor_transporter_YhhQ,_DUF165_family_(YhhQ)_(PUBMED:31481610)
GC_00000922	87	87	1	0	0.997474363	0.997110657	0.997292477	PF01512.22	Respiratory-chain_NADH_dehydrogenase_51_Kd_subunit	COG4656	Na+-translocating_Fd:NADH_oxidoreductase	ko00001|ko00001	KEGG_Orthology_(KO)>>>09100_Metabolism>>>09102_Energy_metabolism>>>00720_Carbon_fixation_pathways_in_prokaryotes_[PATH:ko00720]|KEGG_Orthology_(KO)>>>09100_Metabolism>>>09108_Metabolism_of_cofactors_and_vitamins>>>00670_One_carbon_pool_by_folate_[PATH:ko00670]	ND	ND	K03615	H+/Na+-translocating_ferredoxin:NAD+_oxidoreductase_subunit_C_[EC:7.1.1.11_7.2.1.2]	ND	ND	C	C	Energy_production_and_conversion	COG4656	Na+-translocating_ferredoxin:NAD+_oxidoreductase__RNF,_RnfC_subunit_(RnfC)
GC_00000923	87	87	1	0	0.987506905	1	0.993714188		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000924	87	87	1	0	0.99714856	1	0.998572244	PF13361.11	UvrD-like_helicase_C-terminal_domain	ND	ND	ko00001|ko01000|ko03400	KEGG_Orthology_(KO)>>>09120_Genetic_Information_Processing>>>09124_Replication_and_repair>>>03440_Homologous_recombination_[PATH:ko03440]|Enzymes>>>3._Hydrolases>>>3.1__Acting_on_ester_bonds>>>3.1.11__Exodeoxyribonucleases_producing_5'-phosphomonoesters>>>3.1.11.5__exodeoxyribonuclease_V|DNA_repair_and_recombination_proteins>>>Prokaryotic_type>>>DSBR_(double_strand_breaks_repair)>>>HR_(homologous_recombination)>>>RecBC_pathway_proteins	ND	ND	K03582	exodeoxyribonuclease_V_beta_subunit_[EC:3.1.11.5]	ND	ND	L	L	Replication,_recombination_and_repair	COG1074	3-5_helicase_subunit_RecB_of_the_DNA_repair_enzyme_RecBCD_(exonuclease_V)_(RecB)_(PDB:3U44)_(PUBMED:29901759;30601118)
GC_00000925	87	87	1	0	0.995924166	1	0.997957922	PF02446.22	4-alpha-glucanotransferase	ND	ND	ko00001|ko01000	KEGG_Orthology_(KO)>>>09100_Metabolism>>>09101_Carbohydrate_metabolism>>>00500_Starch_and_sucrose_metabolism_[PATH:ko00500]|Enzymes>>>2._Transferases>>>2.4__Glycosyltransferases>>>2.4.1__Hexosyltransferases>>>2.4.1.25__4-alpha-glucanotransferase	M00855	Glycogen_degradation,_glycogen_=>_glucose-6P	K00705	4-alpha-glucanotransferase_[EC:2.4.1.25]	M00855	Pathway_modules;_Carbohydrate_metabolism;_Other_carbohydrate_metabolism	G	G	Carbohydrate_transport_and_metabolism	COG1640	4-alpha-glucanotransferase_(MalQ)_(PDB:1CWY)
GC_00000926	86	87	2	0	0.99198425	0.997463043	0.994716102	PF05714.16	Borrelia_Bbcrasp-1_domain_containing_protein	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000927	87	87	1	0	0.994006556	1	0.996994271	PF03772.21	Competence_protein	ND	ND	ko02044	Secretion_system>>>Type_II_secretion_system>>>Competence-related_DNA_transformation_transporter_(DNA-T)_core_components	ND	ND	K02238	competence_protein_ComEC	ND	ND	U	U	Intracellular_trafficking,_secretion,_and_vesicular_transport	COG0658	DNA_uptake_channel_protein_ComEC,_N-terminal_domain_(ComEC)
GC_00000928	87	87	1	0	0.988821007	0.998559183	0.993666236	PF12796.12	Ankyrin_repeats_(3_copies)	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	T	T	Signal_transduction_mechanisms	COG0666	Ankyrin_repeat_(ANKYR)_(PDB:6AUN)
GC_00000929	87	87	1	0	0.995315938	0.998777263	0.997043597		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000930	87	87	1	0	0.977571791	0.842536429	0.905044916	PF17472.7	Family_of_unknown_function_(DUF5425)	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000931	87	87	1	0	0.996925515	0.997795145	0.997360141	PF05262.16	Borrelia_P83/100_protein	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	A	A	RNA_processing_and_modification	COG5180	PAB1-binding_protein,_interacts_with_poly(A)-binding_protein_(PBP1)
GC_00000932	87	87	1	0	0.997879981	1	0.998938866	PF00496.27	Bacterial_extracellular_solute-binding_proteins,_family_5_Middle	ND	ND	ko00001|ko00001|ko02000	KEGG_Orthology_(KO)>>>09130_Environmental_Information_Processing>>>09131_Membrane_transport>>>02010_ABC_transporters_[PATH:ko02010]|KEGG_Orthology_(KO)>>>09140_Cellular_Processes>>>09145_Cellular_community_-_prokaryotes>>>02024_Quorum_sensing_[PATH:ko02024]|Transporters>>>ABC_transporters,_prokaryotic_type>>>Peptide_and_nickel_transporters>>>Oligopeptide_transporter	ND	ND	K15580	oligopeptide_transport_system_substrate-binding_protein	ND	ND	E	E	Amino_acid_transport_and_metabolism	COG4166	ABC-type_oligopeptide_transport_system,_periplasmic_component_(OppA)_(PDB:1B05)
GC_00000933	86	87	2	0	0.995606272	0.971259409	0.983282152	PF05714.16	Borrelia_Bbcrasp-1_domain_containing_protein	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00000934	87	87	1	0	0.994844581	1	0.997415629	PF07724.19	AAA_domain_(Cdc48_subfamily)	ND	ND	ko03000	Transcription_factors>>>Prokaryotic_type>>>Other_transcription_factors>>>Others	ND	ND	K03694	ATP-dependent_Clp_protease_ATP-binding_subunit_ClpA	ND	ND	O	O	Posttranslational_modification,_protein_turnover,_chaperones	COG0542	ATP-dependent_Clp_protease,_ATP-binding_subunit_ClpA_(ClpA)_(PDB:1KSF)
GC_00000935	87	87	1	0	0.993411748	1	0.996694987	PF02163.27	Peptidase_family_M50	ND	ND	ko00001|ko01000|ko01002	KEGG_Orthology_(KO)>>>09140_Cellular_Processes>>>09143_Cell_growth_and_death>>>04112_Cell_cycle_-_Caulobacter_[PATH:ko04112]|Enzymes>>>3._Hydrolases>>>3.4__Acting_on_peptide_bonds_(peptidases)>>>3.4.24__Metalloendopeptidases>>>3.4.24.-|Peptidases_and_inhibitors>>>Metallo_peptidases>>>Family_M50:_S2P_protease_family	ND	ND	K11749	regulator_of_sigma_E_protease_[EC:3.4.24.-]	ND	ND	O|K	O	Posttranslational_modification,_protein_turnover,_chaperones|Transcription	COG0750	Membrane-associated_protease_RseP,_regulator_of_RpoE_activity_(RseP)
GC_00000936	87	87	1	0	0.994032401	1	0.997007271	PF00488.26	MutS_domain_V	ND	ND	ko00001|ko03400	KEGG_Orthology_(KO)>>>09120_Genetic_Information_Processing>>>09124_Replication_and_repair>>>03430_Mismatch_repair_[PATH:ko03430]|DNA_repair_and_recombination_proteins>>>Prokaryotic_type>>>SSBR_(single_strand_breaks_repair)>>>MMR_(mismatch_excision_repair)>>>Mismatch_and_loop_recognition_factors	ND	ND	K07456	DNA_mismatch_repair_protein_MutS2	ND	ND	L	L	Replication,_recombination_and_repair	COG1193	dsDNA-specific_endonuclease/ATPase_MutS2_(MutS2)
GC_00000937	87	87	1	0	0.992047839	1	0.996008047	PF01833.29	IPT/TIG_domain	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
